point_victor,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_normal,p1_score_tiebreak,p2_score_normal,p2_score_tiebreak,p1_game_victor,p2_game_victor,p1_set_victor,p2_set_victor,p1_momentum_value,p2_momentum_value,p1_momentum_value_better
0,1313,12,12,5418,3,1,147,1,1,0,0,1,1,77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.503,6.286,1,125,1,1,0,0,0,0,0,12,10,1,1,0.862923064,3.902802985,-3.039879921
1,1313,12,12,5445,3,1,148,1,1,0,0,1,1,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.653,16.004,4,121,4,0,1,1,0,0,0,12,10,1,1,0.917875649,3.857608862,-2.939733213
0,1313,12,12,5471,3,1,149,1,1,0,0,1,2,78,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.151,13.443,3,92,0,0,0,1,0,1,0,12,10,1,1,0.980701955,3.818279176,-2.837577221
1,1313,12,12,5496,3,1,150,1,1,0,0,1,2,78,72,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26.358,26.17,6,81,1,0,0,2,0,1,0,12,10,1,1,1.050517498,3.786341184,-2.735823686
0,1313,12,12,5536,3,1,151,1,1,0,0,1,1,79,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.193,19.733,3,105,3,1,1,2,0,2,0,12,10,1,1,1.126239587,3.763081222,-2.636841635
1,1313,12,12,5556,3,1,152,1,1,0,0,1,1,79,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.512,11.28,2,119,4,0,0,3,0,2,0,12,10,1,1,1.206598492,3.749501219,-2.542902727
0,1313,12,12,5575,3,1,153,1,1,0,0,1,2,80,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.348,27.521,7,90,4,0,0,3,0,3,0,12,10,1,1,1.290155043,3.746280701,-2.456125658
1,1313,12,12,5611,3,1,154,1,1,0,0,1,1,80,74,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.287,21.565,4,122,2,1,1,4,0,3,0,12,10,1,1,1.375325366,3.753747393,-2.378422027
0,1313,12,12,5635,3,1,155,1,1,0,0,1,1,81,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.612,5.745,1,109,3,0,0,3,0,3,0,12,10,1,1,1.460411281,3.771857521,-2.31144624
1,1313,12,12,5654,3,1,156,1,1,0,0,1,2,81,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.84,24.02,6,87,1,0,1,4,0,3,0,12,10,1,1,1.543637319,3.800186043,-2.256548723
1,1313,12,12,5715,3,1,157,1,1,0,0,1,1,81,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.518,57.612,12,115,3,1,1,3,0,3,0,12,10,1,1,1.623192315,3.837927822,-2.214735507
1,1313,12,12,5758,3,1,158,1,1,0,0,1,1,81,77,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,20.556,19.62,6,119,4,0,1,3,0,4,0,12,11,1,1,1.697275931,3.883910256,-2.186634325
0,1313,12,12,5825,3,2,159,1,1,0,1,2,2,82,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.837,27.855,6,86,4,0,0,0,0,0,0,12,11,1,1,1.764148242,3.936616749,-2.172468507
0,1313,12,12,5860,3,2,160,1,1,0,1,2,2,83,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.365,38.658,10,86,2,1,0,1,0,0,0,12,11,1,1,1.822181277,3.994222738,-2.172041461
0,1313,12,12,5907,3,2,161,1,1,0,1,2,1,84,77,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25.549,15.512,6,118,4,0,0,2,0,0,0,12,11,1,1,1.869911226,4.054640906,-2.18472968
1,1313,12,12,5937,3,2,162,1,1,0,1,2,2,84,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.561,8.183,1,86,0,1,2,3,0,0,0,12,11,1,1,1.906089751,4.115575842,-2.209486091
1,1313,12,12,5965,3,2,163,1,1,0,1,2,1,84,79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.203,1.13,1,124,4,0,2,3,0,1,0,12,11,1,1,1.929732824,4.174589327,-2.244856503
1,1313,12,12,5984,3,2,164,1,1,0,1,2,1,84,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.234,0.977,1,118,2,0,2,3,0,2,0,12,11,1,1,1.940164992,4.229169077,-2.289004085
1,1313,12,12,6002,3,2,165,1,1,0,1,2,1,84,81,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.477,14.636,5,104,3,0,0,3,0,3,0,12,11,1,1,1.937058297,4.276806243,-2.339747946
1,1313,12,12,6032,3,2,166,1,1,0,1,2,1,84,82,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,1.057,1,115,3,1,2,3,0,4,0,12,12,1,1,1.920463425,4.315072651,-2.394609226
0,1313,12,12,6056,3,3,167,1,1,0,2,1,2,85,82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.804,16.798,5,95,0,0,0,0,0,0,0,12,12,1,1,1.890831677,4.341700655,-2.450868978
0,1313,12,12,6086,3,3,168,1,1,0,2,1,1,86,82,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.773,10.176,3,121,3,0,0,1,0,0,0,12,12,1,1,1.84902759,4.35466168,-2.50563409
0,1313,12,12,6104,3,3,169,1,1,0,2,1,2,87,82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.657,9.268,3,99,1,0,1,2,0,0,0,12,12,1,1,1.796329112,4.352238495,-2.555909383
0,1313,12,12,6130,3,3,170,1,1,0,2,1,1,88,82,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,0.791,1,119,4,0,2,3,0,0,0,13,12,1,1,1.734416545,4.333094591,-2.598678046
0,1313,12,12,6220,3,4,171,1,1,1,2,2,2,89,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.341,27.066,6,94,2,0,1,0,0,0,0,13,12,1,1,1.66534853,4.296330619,-2.630982089
1,1313,12,12,6256,3,4,172,1,1,1,2,2,2,89,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.26,14.793,3,94,4,0,1,1,0,0,0,13,12,1,1,1.591525697,4.241533366,-2.650007668
1,1313,12,12,6298,3,4,173,1,1,1,2,2,2,89,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.026,12.549,3,96,0,0,0,1,0,1,0,13,12,1,1,1.515640785,4.168809709,-2.653168924
0,1313,12,12,6330,3,4,174,1,1,1,2,2,1,90,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.555,23.573,6,101,2,0,0,1,0,2,0,13,12,1,1,1.440618858,4.078806764,-2.638187906
1,1313,12,12,6359,3,4,175,1,1,1,2,2,1,90,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.104,7.014,1,105,3,1,1,2,0,2,0,13,12,1,1,1.369545091,3.972717449,-2.603172358
0,1313,12,12,6380,3,4,176,1,1,1,2,2,2,91,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.157,42.127,8,92,3,1,0,2,0,3,0,13,12,1,1,1.305584588,3.852265236,-2.546680648
1,1313,12,12,6423,3,4,177,1,1,1,2,2,1,91,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.517,4.52,1,101,3,0,0,3,0,3,0,13,12,1,1,1.251894407,3.719677287,-2.46778288
1,1313,12,12,6442,3,4,178,1,1,1,2,2,1,91,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.683,12.046,3,100,4,0,1,3,0,4,0,13,13,1,1,1.211530868,3.577636594,-2.366105727
1,1313,12,12,6473,3,5,179,1,1,1,3,1,2,91,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.574,11.737,2,87,4,0,0,0,0,0,0,13,13,1,1,1.1873545,3.429220821,-2.241866321
1,1313,12,12,6502,3,5,180,1,1,1,3,1,2,91,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.632,11.504,2,88,2,0,1,0,0,1,0,13,13,1,1,1.181935803,3.277822316,-2.095886513
0,1313,12,12,6530,3,5,181,1,1,1,3,1,1,92,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.702,12.822,3,105,2,0,0,0,0,2,0,13,13,1,1,1.1974634,3.12706197,-1.929598569
1,1313,12,12,6548,3,5,182,1,1,1,3,1,2,92,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.954,40.475,10,91,3,1,1,1,0,2,0,13,13,1,1,1.235660912,2.980683521,-1.745022609
1,1313,12,12,6592,3,5,183,1,1,1,3,1,1,92,91,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,14.983,18.117,4,114,2,0,1,1,0,3,0,13,14,1,1,1.29771136,2.842448141,-1.544736781
0,1313,12,12,6696,3,6,184,1,1,1,4,2,2,93,91,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.542,20.919,6,92,3,0,0,0,0,0,0,13,14,1,1,1.384196001,2.716018178,-1.331822176
1,1313,12,12,6732,3,6,185,1,1,1,4,2,1,93,92,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,56.85,55.598,15,109,4,0,0,1,0,0,0,13,14,1,1,1.49504802,2.604843672,-1.109795652
0,1313,12,12,6776,3,6,186,1,1,1,4,2,1,94,92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.955,10.079,4,118,4,0,1,1,0,1,0,13,14,1,1,1.629524472,2.512049932,-0.88252546
0,1313,12,12,6803,3,6,187,1,1,1,4,2,1,95,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.95,37.652,8,97,2,0,1,2,0,1,0,13,14,1,1,1.786198109,2.44033067,-0.654132562
0,1313,12,12,6845,3,6,188,1,1,1,4,2,1,96,92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,48.13,54.94,12,112,4,0,1,3,0,1,0,14,14,1,1,1.962970175,2.391855123,-0.428884947
0,1313,12,12,6895,3,7,189,1,1,2,4,1,1,97,92,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.108,0.97,1,133,4,0,2,0,0,0,0,14,14,1,1,2.157106844,2.368180927,-0.211074082
1,1313,12,12,6911,3,7,190,1,1,2,4,1,2,97,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48.926,44.041,10,98,2,1,1,1,0,0,0,14,14,1,1,2.365296137,2.37019721,-0.004901073
0,1313,12,12,6965,3,7,191,1,1,2,4,1,1,98,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.42,11.573,3,108,0,0,1,1,0,1,0,14,14,1,1,2.583728862,2.398072508,0.185656354
0,1313,12,12,6986,3,7,192,1,1,2,4,1,2,99,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995,3.577,1,84,1,0,1,2,0,1,0,14,14,1,1,2.808196292,2.451237541,0.35695875
0,1313,12,12,7010,3,7,193,1,1,2,4,1,2,100,93,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.673,10.414,3,86,1,1,0,3,0,1,0,15,14,1,1,3.03420938,2.528384789,0.505824591
0,1313,12,12,7118,3,8,194,1,1,3,4,2,2,101,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.115,9.587,2,86,4,0,0,0,0,0,0,15,14,1,1,3.257130688,2.627501715,0.629628973
1,1313,12,12,7144,3,8,195,1,1,3,4,2,1,101,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,3.264,1,116,5,2,2,1,0,0,0,15,14,1,1,3.472315614,2.745914916,0.726400698
1,1313,12,12,7161,3,8,196,1,1,3,4,2,2,101,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.89,9.422,3,92,0,0,0,1,0,1,0,15,14,1,1,3.675264506,2.880372762,0.794891744
0,1313,12,12,7206,3,8,197,1,1,3,4,2,2,102,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.452,13.103,2,91,3,1,0,1,0,2,0,15,14,1,1,3.861770947,3.027142759,0.834628187
1,1313,12,12,7239,3,8,198,1,1,3,4,2,1,102,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213,0.872,1,101,3,1,2,2,0,2,0,15,14,1,1,4.02806789,3.182130718,0.845937172
0,1313,12,12,7260,3,8,199,1,1,3,4,2,1,103,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.392,14.463,4,113,4,0,1,2,0,3,0,15,14,1,1,4.170967682,3.341013817,0.829953865
0,1313,12,12,7286,3,8,200,1,1,3,4,2,2,104,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.685,13.813,2,94,2,0,0,3,0,3,0,15,14,1,1,4.287978084,3.499389004,0.788589079
1,1313,12,12,7330,3,8,201,1,1,3,4,2,1,104,97,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.04,8.294,3,123,3,1,1,4,0,3,0,15,14,1,1,4.377405981,3.652921582,0.724484399
0,1313,12,12,7355,3,8,202,1,1,3,4,2,2,105,97,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.121,33.82,8,86,2,0,1,3,0,3,0,15,14,1,1,4.438430651,3.797500565,0.640930086
0,1313,12,12,7405,3,8,203,1,1,3,4,2,1,106,97,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8.201,9.095,2,109,4,0,1,4,0,3,0,16,14,1,1,4.47114903,3.929392177,0.541756853
0,1313,12,12,7443,3,9,204,1,1,4,4,1,2,107,97,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.701,20.774,7,84,0,0,1,0,0,0,0,16,14,1,1,4.476585823,4.045365003,0.43122082
1,1313,12,12,7476,3,9,205,1,1,4,4,1,2,107,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.946,36.341,10,92,1,0,0,1,0,0,0,16,14,1,1,4.4566703,4.142814517,0.313855783
1,1313,12,12,7527,3,9,206,1,1,4,4,1,2,107,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.218,9.259,2,87,0,0,1,1,0,1,0,16,14,1,1,4.414175846,4.219866371,0.194309475
0,1313,12,12,7562,3,9,207,1,1,4,4,1,1,108,99,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.974,43.684,13,112,4,0,0,1,0,2,0,16,14,1,1,4.352622286,4.275438613,0.077183672
0,1313,12,12,7608,3,9,208,1,1,4,4,1,2,109,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.554,42.088,11,95,0,0,0,2,0,2,0,16,14,1,1,4.276149141,4.309278286,-0.033129145
1,1313,12,12,7673,3,9,209,1,1,4,4,1,2,109,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.022,27.267,6,90,1,1,0,3,0,2,0,16,14,1,1,4.18935479,4.321975553,-0.132620763
0,1313,12,12,7720,3,9,210,1,1,4,4,1,1,110,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.259,3.36,1,109,3,0,0,3,0,3,0,16,14,1,1,4.097114155,4.314926492,-0.217812337
0,1313,12,12,7744,3,9,211,1,1,4,4,1,1,111,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.065,1,118,4,0,2,4,0,3,0,17,14,1,1,4.004375828,4.290266975,-0.285891147
1,1313,12,12,7852,3,10,212,1,1,5,4,2,1,111,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.268,3.626,1,115,0,0,0,0,0,0,0,17,14,1,1,3.915956099,4.250780656,-0.334824556
1,1313,12,12,7867,3,10,213,1,1,5,4,2,1,111,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.215,5.002,1,101,4,0,0,0,0,1,0,17,14,1,1,3.836325816,4.199765104,-0.363439288
1,1313,12,12,7881,3,10,214,1,1,5,4,2,2,111,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.274,26.104,9,90,0,0,1,0,0,2,0,17,14,1,1,3.7694053,4.140877496,-0.371472196
1,1313,12,12,7917,3,10,215,1,1,5,4,2,1,111,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.979,1.229,1,103,4,1,2,0,0,3,0,17,15,1,1,3.718392794,4.077966307,-0.359573513
0,1313,12,12,7947,3,11,216,1,1,5,5,1,1,112,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.083,15.598,3,124,4,1,2,0,0,0,0,17,15,1,1,3.685599365,4.014884855,-0.32928549
0,1313,12,12,7966,3,11,217,1,1,5,5,1,2,113,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.077,15.636,5,90,1,0,0,1,0,0,0,17,15,1,1,3.672341003,3.955305192,-0.282964189
0,1313,12,12,8009,3,11,218,1,1,5,5,1,1,114,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.122,11.383,3,125,4,0,1,2,0,0,0,17,15,1,1,3.67886641,3.902552064,-0.223685654
0,1313,12,12,8025,3,11,219,1,1,5,5,1,1,115,104,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.011,3.195,1,118,3,1,1,3,0,0,0,18,15,1,1,3.704334438,3.859417123,-0.155082685
1,1313,12,12,8116,3,12,220,1,1,6,5,2,1,115,105,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.915,24.182,7,118,4,0,0,0,0,0,0,18,15,1,1,3.746861152,3.828040167,-0.081179015
0,1313,12,12,8149,3,12,221,1,1,6,5,2,2,116,105,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.148,2.41,0,0,2,1,2,0,0,1,0,18,15,1,1,3.803594562,3.80978871,-0.006194148
0,1313,12,12,8173,3,12,222,1,1,6,5,2,2,117,105,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.922,20.607,6,89,1,0,0,1,0,1,0,18,15,1,1,3.870881013,3.805214008,0.065667005
0,1313,12,12,8207,3,12,223,1,1,6,5,2,1,118,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.512,16.09,4,106,4,1,0,2,0,1,0,18,15,1,1,3.944449166,3.814002154,0.130447012
1,1313,12,12,8234,3,12,224,1,1,6,5,2,1,118,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,19.407,15.221,3,101,3,1,0,3,0,1,0,18,15,1,1,4.019647766,3.83502811,0.184619655
1,1313,12,12,8260,3,12,225,1,1,6,5,2,1,118,107,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.49,9.617,3,113,3,0,0,3,0,2,0,18,15,1,1,4.091718651,3.8664078,0.225310851
1,1313,12,12,8291,3,12,226,1,1,6,5,2,1,118,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.279,30.973,7,120,4,1,0,3,0,3,0,18,15,1,1,4.156083369,3.905645998,0.250437371
1,1313,12,12,8341,3,12,227,1,1,6,5,2,1,118,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.268,15.15,1,115,3,1,0,3,0,4,0,18,16,1,1,4.208616536,3.949761357,0.258855179
1,1313,12,12,8378,3,13,228,1,1,6,6,1,1,118,110,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,27.339,29.214,4,110,3,1,0,0,0,0,0,18,16,1,1,4.245929629,3.995510399,0.25041923
1,1313,12,12,8415,3,13,229,1,1,6,6,2,1,118,111,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,0.66,1,115,3,1,2,0,0,0,1,18,16,1,1,4.265597706,4.039585259,0.226012447
0,1313,12,12,8433,3,13,230,1,1,6,6,2,1,119,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.244,26.678,6,102,3,1,1,0,0,0,2,18,16,1,1,4.26635218,4.078839485,0.187512695
0,1313,12,12,8474,3,13,231,1,1,6,6,1,1,120,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.199,3.469,1,122,4,0,0,0,1,0,2,18,16,1,1,4.248189692,4.11051156,0.137678132
0,1313,12,12,8493,3,13,232,1,1,6,6,1,1,121,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291,5.132,1,108,3,1,1,0,2,0,2,18,16,1,1,4.212419572,4.132418434,0.080001138
1,1313,12,12,8524,3,13,233,1,1,6,6,2,2,121,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.88,37.666,7,86,2,0,1,0,3,0,2,18,16,1,1,4.161612859,4.143103726,0.018509133
1,1313,12,12,8604,3,13,234,1,1,6,6,2,1,121,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,4.324,1,97,3,0,0,0,3,0,3,18,16,1,1,4.099475004,4.141981894,-0.04250689
0,1313,12,12,8630,3,13,235,1,1,6,6,1,2,122,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.758,6.867,1,91,1,0,1,0,3,0,4,18,16,1,1,4.030607103,4.129370803,-0.0987637
0,1313,12,12,8660,3,13,236,1,1,6,6,1,2,123,113,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.015,60.609,13,89,0,0,1,0,4,0,4,18,16,1,1,3.960218767,4.106486252,-0.146267485
1,1313,12,12,8718,3,13,237,1,1,6,6,2,1,123,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.46,18.419,3,114,2,0,0,0,5,0,4,18,16,1,1,3.893754858,4.075394994,-0.181640135
0,1313,12,12,8744,3,13,238,1,1,6,6,2,1,124,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.638,41.881,12,116,0,1,1,0,5,0,5,18,16,1,1,3.836483697,4.038790889,-0.202307192
0,1313,12,12,8785,3,13,239,1,1,6,6,1,2,125,114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.228,13.823,3,92,1,1,0,0,6,0,5,19,16,2,1,3.793096241,3.999888779,-0.206792538
0,1313,12,12,9107,4,1,240,2,1,0,0,2,1,126,114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.557,15.877,4,98,3,1,0,0,0,0,0,19,16,2,1,3.767283166,3.962118595,-0.194835429
1,1313,12,12,9129,4,1,241,2,1,0,0,2,1,126,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.337,4.697,1,107,4,0,0,1,0,0,0,19,16,2,1,3.761394721,3.928789181,-0.167394459
0,1313,12,12,9144,4,1,242,2,1,0,0,2,2,127,115,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.732,16.902,6,90,4,0,0,1,0,1,0,19,16,2,1,3.776186679,3.902927624,-0.126740944
0,1313,12,12,9181,4,1,243,2,1,0,0,2,1,128,115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.951,23.184,6,107,4,0,1,2,0,1,0,19,16,2,1,3.810642655,3.886854001,-0.076211346
1,1313,12,12,9209,4,1,244,2,1,0,0,2,2,128,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,64.571,38.026,7,94,3,1,0,3,0,1,0,19,16,2,1,3.861987443,3.882062544,-0.020075101
1,1313,12,12,9257,4,1,245,2,1,0,0,2,1,128,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.217,1.109,1,117,3,1,2,3,0,2,0,19,16,2,1,3.925820105,3.88898753,0.036832575
1,1313,12,12,9280,4,1,246,2,1,0,0,2,2,128,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.653,11.31,3,92,0,0,0,3,0,3,0,19,16,2,1,3.996405362,3.906911328,0.089494033
0,1313,12,12,9313,4,1,247,2,1,0,0,2,2,129,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.875,26.694,6,92,1,1,1,3,0,4,0,19,16,2,1,4.067150815,3.934028749,0.133122066
0,1313,12,12,9356,4,1,248,2,1,0,0,2,1,130,118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.029,19.883,6,103,5,2,0,3,0,3,0,19,16,2,1,4.131154271,3.967562957,0.163591314
0,1313,12,12,9386,4,1,249,2,1,0,0,2,2,131,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,26.859,26.945,8,93,0,1,1,4,0,3,0,20,16,2,1,4.181881064,4.003961257,0.177919807
0,1313,12,12,9475,4,2,250,2,1,1,0,1,2,132,118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.676,8.469,3,88,0,0,1,0,0,0,0,20,16,2,1,4.213810278,4.03931571,0.174494568
1,1313,12,12,9508,4,2,251,2,1,1,0,1,2,132,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.226,18.706,4,92,1,0,1,1,0,0,0,20,16,2,1,4.223109656,4.069656096,0.15345356
