index,point_victor,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_normal,p1_score_tiebreak,p2_score_normal,p2_score_tiebreak,p1_game_victor,p2_game_victor,p1_set_victor,p2_set_victor,p1_momentum,p2_momentum,p1_momentum_value,p2_momentum_value,p1_momentum_value_better
745,1.0,1304.0,3.0,3.0,4226.0,2.0,9.0,111.0,0.0,1.0,5.0,3.0,2.0,2.0,56.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.227,4.248,1.0,114.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,10.0,0.0,1.0,3,4,3.7259266705146676,2.620841494922991,1.1050851755916766
746,0.0,1304.0,3.0,3.0,4327.0,2.0,10.0,112.0,0.0,1.0,5.0,4.0,1.0,1.0,57.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.122,18.711,5.0,123.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,3,4,3.7043162390711997,2.786594645888616,0.9177215931825837
747,0.0,1304.0,3.0,3.0,4352.0,2.0,10.0,113.0,0.0,1.0,5.0,4.0,1.0,1.0,58.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.816,17.53,5.0,108.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,3,4,3.6760381313276107,2.9438973685519496,0.7321407627756611
748,0.0,1304.0,3.0,3.0,4395.0,2.0,10.0,114.0,0.0,1.0,5.0,4.0,1.0,1.0,59.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.976,8.538,1.0,107.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,3,4,3.642006340182909,3.0911496042873674,0.5508567358955414
749,0.0,1304.0,3.0,3.0,4420.0,2.0,10.0,115.0,0.0,1.0,5.0,4.0,1.0,2.0,60.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.972,4.494,1.0,84.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,10.0,1.0,1.0,3,4,3.6031962316286856,3.2269177869671357,0.3762784446615499
750,1.0,1304.0,3.0,3.0,4670.0,3.0,1.0,116.0,1.0,1.0,0.0,0.0,2.0,1.0,60.0,56.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.389,1.068,1.0,104.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,1.0,3,4,3.5606283114156856,3.349953955041242,0.21067435637444376
751,1.0,1304.0,3.0,3.0,4689.0,3.0,1.0,117.0,1.0,1.0,0.0,0.0,2.0,1.0,60.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.361,22.269,7.0,119.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,10.0,1.0,1.0,3,4,3.5153516393390847,3.4592121212583367,0.05613951808074802
752,1.0,1304.0,3.0,3.0,4712.0,3.0,1.0,118.0,1.0,1.0,0.0,0.0,2.0,1.0,60.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.737,16.234,3.0,126.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,10.0,1.0,1.0,3,4,3.4684271364318975,3.5538616670908656,-0.08543453065896811
753,0.0,1304.0,3.0,3.0,4742.0,3.0,1.0,119.0,1.0,1.0,0.0,0.0,2.0,2.0,61.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.682,3.719,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,9.0,10.0,1.0,1.0,3,4,3.420911033272827,3.6332975602149657,-0.21238652694213878
754,1.0,1304.0,3.0,3.0,4771.0,3.0,1.0,120.0,1.0,1.0,0.0,0.0,2.0,1.0,61.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.661,10.398,3.0,121.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,9.0,11.0,1.0,1.0,3,4,3.373838698054927,3.6971472427983056,-0.3233085447433788
755,0.0,1304.0,3.0,3.0,4824.0,3.0,2.0,121.0,1.0,1.0,0.0,1.0,1.0,2.0,62.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.242,52.571,11.0,94.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,11.0,1.0,1.0,3,4,3.3282090842930834,3.745274084881817,-0.4170650005887335
756,0.0,1304.0,3.0,3.0,6552.0,3.0,2.0,122.0,1.0,1.0,0.0,1.0,1.0,1.0,63.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.802,8.988,3.0,108.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,11.0,1.0,1.0,4,4,3.2849700054685007,3.7777773462901254,-0.4928073408216247
757,1.0,1304.0,3.0,3.0,6573.0,3.0,2.0,123.0,1.0,1.0,0.0,1.0,1.0,2.0,63.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.581,21.237,6.0,94.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,11.0,1.0,1.0,4,4,3.245004454014574,3.79498863196537,-0.5499841779507957
758,0.0,1304.0,3.0,3.0,6619.0,3.0,2.0,124.0,1.0,1.0,0.0,1.0,1.0,1.0,64.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.587,24.689,5.0,111.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,11.0,1.0,1.0,4,4,3.2091181508884894,3.7974648947853904,-0.588346743896901
759,0.0,1304.0,3.0,3.0,6648.0,3.0,2.0,125.0,1.0,1.0,0.0,1.0,1.0,1.0,65.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.954,11.789,1.0,107.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,10.0,11.0,1.0,1.0,4,4,3.17802848898278,3.785978060602476,-0.6079495716196961
760,0.0,1304.0,3.0,3.0,6680.0,3.0,3.0,126.0,1.0,1.0,1.0,1.0,2.0,2.0,66.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,5.369,2.0,106.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,11.0,1.0,1.0,4,4,3.152355015738277,3.761501433836398,-0.609146418098121
761,0.0,1304.0,3.0,3.0,6707.0,3.0,3.0,127.0,1.0,1.0,1.0,1.0,2.0,1.0,67.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.719,6.488,2.0,121.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,11.0,1.0,1.0,4,4,3.1326115921333937,3.7251930684793852,-0.5925814763459916
762,1.0,1304.0,3.0,3.0,6727.0,3.0,3.0,128.0,1.0,1.0,1.0,1.0,2.0,1.0,67.0,61.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,1.288,1.0,108.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,11.0,1.0,1.0,4,4,3.1192002952344575,3.678376320535052,-0.5591760253005944
763,1.0,1304.0,3.0,3.0,6748.0,3.0,3.0,129.0,1.0,1.0,1.0,1.0,2.0,1.0,67.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.426,7.976,1.0,115.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,10.0,11.0,1.0,1.0,4,4,3.112407158093075,3.6225178902882833,-0.5101107321952081
764,0.0,1304.0,3.0,3.0,6774.0,3.0,3.0,130.0,1.0,1.0,1.0,1.0,2.0,2.0,68.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.498,6.423,2.0,113.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,10.0,11.0,1.0,1.0,4,4,3.1123997800511773,3.5592036472738666,-0.4468038672226893
765,0.0,1304.0,3.0,3.0,6812.0,3.0,3.0,131.0,1.0,1.0,1.0,1.0,2.0,1.0,69.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.519,25.981,8.0,121.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,11.0,11.0,1.0,1.0,4,4,3.1192268162739567,3.4901125994524467,-0.37088578317848997
766,0.0,1304.0,3.0,3.0,6922.0,3.0,4.0,132.0,1.0,1.0,2.0,1.0,1.0,1.0,70.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.657,25.182,5.0,100.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,1.0,3,4,3.1328193328732485,3.416989387806684,-0.2841700549334356
767,0.0,1304.0,3.0,3.0,6949.0,3.0,4.0,133.0,1.0,1.0,2.0,1.0,1.0,1.0,71.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.874,16.208,5.0,116.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,1.0,1.0,3,4,3.152993983730237,3.341615708019483,-0.18862172428924584
768,0.0,1304.0,3.0,3.0,6975.0,3.0,4.0,134.0,1.0,1.0,2.0,1.0,1.0,1.0,72.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.462,3.847,1.0,109.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,11.0,1.0,1.0,3,2,3.179457952802352,3.2657811095932328,-0.08632315679088087
769,1.0,1304.0,3.0,3.0,6993.0,3.0,4.0,135.0,1.0,1.0,2.0,1.0,1.0,1.0,72.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.239,3.42,2.0,100.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,11.0,11.0,1.0,1.0,3,1,3.2118155212754793,3.1912535785210885,0.020561942754390827
770,0.0,1304.0,3.0,3.0,7018.0,3.0,4.0,136.0,1.0,1.0,2.0,1.0,1.0,1.0,73.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.909,5.676,1.0,102.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,12.0,11.0,1.0,1.0,3,2,3.249576216141184,3.1197503928216603,0.12982582331952353
771,1.0,1304.0,3.0,3.0,7042.0,3.0,5.0,137.0,1.0,1.0,3.0,1.0,2.0,1.0,73.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.934,8.112,3.0,126.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,1.0,3,1,3.292164301231605,3.052909672849506,0.2392546283820991
772,1.0,1304.0,3.0,3.0,7075.0,3.0,5.0,138.0,1.0,1.0,3.0,1.0,2.0,1.0,73.0,65.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.74,1.0,114.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,12.0,11.0,1.0,1.0,3,2,3.3389295265278833,2.992263088895917,0.34666643763196614
773,1.0,1304.0,3.0,3.0,7090.0,3.0,5.0,139.0,1.0,1.0,3.0,1.0,2.0,2.0,73.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.278,3.875,1.0,124.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,11.0,1.0,1.0,3,1,3.3891589278097713,2.9392101627029463,0.449948765106825
774,1.0,1304.0,3.0,3.0,7111.0,3.0,5.0,140.0,1.0,1.0,3.0,1.0,2.0,2.0,73.0,67.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.701,13.008,3.0,119.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,12.0,1.0,1.0,3,2,3.4420894529955395,2.894994566515347,0.5470948864801923
775,1.0,1304.0,3.0,3.0,7220.0,3.0,6.0,141.0,1.0,1.0,3.0,2.0,1.0,2.0,73.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.159,8.429,2.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,1.0,3,1,3.496921244335173,2.8606828222610003,0.6362384220741726
776,1.0,1304.0,3.0,3.0,7250.0,3.0,6.0,142.0,1.0,1.0,3.0,2.0,1.0,1.0,73.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.937,13.977,4.0,103.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,1.0,1.0,3,2,3.552831347808922,2.8371457711056807,0.7156855767032413
777,0.0,1304.0,3.0,3.0,7277.0,3.0,6.0,143.0,1.0,1.0,3.0,2.0,1.0,1.0,74.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.212,6.013,1.0,107.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,12.0,1.0,1.0,3,1,3.6089876295043086,2.825043097539637,0.7839445319646718
778,0.0,1304.0,3.0,3.0,7299.0,3.0,6.0,144.0,1.0,1.0,3.0,2.0,1.0,2.0,75.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.868,35.561,9.0,88.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,12.0,12.0,1.0,1.0,3,2,3.66456264464396,2.8248112554083176,0.8397513892356425
779,0.0,1304.0,3.0,3.0,7356.0,3.0,6.0,145.0,1.0,1.0,3.0,2.0,1.0,2.0,76.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.999,42.064,11.0,87.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,12.0,1.0,1.0,4,4,3.718747304891455,2.836654955734499,0.8820923491569563
780,1.0,1304.0,3.0,3.0,7412.0,3.0,6.0,146.0,1.0,1.0,3.0,2.0,1.0,2.0,76.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.085,25.227,6.0,85.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,12.0,12.0,1.0,1.0,4,4,3.7707640407440968,2.8605424622377087,0.9102215785063881
781,0.0,1304.0,3.0,3.0,7464.0,3.0,6.0,147.0,1.0,1.0,3.0,2.0,1.0,1.0,77.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.592,0.636,1.0,121.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,12.0,12.0,1.0,1.0,4,4,3.8198793199976433,2.896204772812929,0.9236745471847141
782,0.0,1304.0,3.0,3.0,7485.0,3.0,6.0,148.0,1.0,1.0,3.0,2.0,1.0,1.0,78.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.751,5.538,1.0,110.0,4.0,0.0,1.0,4.0,0.0,3.0,0.0,13.0,12.0,1.0,1.0,4,4,3.8654152902364047,2.9431387759049485,0.9222765143314562
783,1.0,1304.0,3.0,3.0,7544.0,3.0,7.0,149.0,1.0,1.0,4.0,2.0,2.0,2.0,78.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,2.159,1.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,1.0,4,4,3.906760379743886,3.000614394330917,0.906145985412969
784,1.0,1304.0,3.0,3.0,7571.0,3.0,7.0,150.0,1.0,1.0,4.0,2.0,2.0,1.0,78.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.002,6.203,1.0,118.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,12.0,1.0,1.0,4,4,3.943378640937618,3.067685621001325,0.8756930199362931
785,0.0,1304.0,3.0,3.0,7587.0,3.0,7.0,151.0,1.0,1.0,4.0,2.0,2.0,2.0,79.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.052,7.79,2.0,96.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,12.0,1.0,1.0,4,4,3.9748178053933705,3.143205370174677,0.8316124352186933
786,1.0,1304.0,3.0,3.0,7622.0,3.0,7.0,152.0,1.0,1.0,4.0,2.0,2.0,2.0,79.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.551,3.262,1.0,119.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,13.0,12.0,1.0,1.0,4,4,4.000715795681365,3.2258439718220524,0.7748718238593124
787,1.0,1304.0,3.0,3.0,7648.0,3.0,7.0,153.0,1.0,1.0,4.0,2.0,2.0,1.0,79.0,74.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.04,15.506,5.0,132.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,13.0,13.0,1.0,1.0,4,4,4.020805663570696,3.3141109432729023,0.706694720297794
788,0.0,1304.0,3.0,3.0,7745.0,3.0,8.0,154.0,1.0,1.0,4.0,3.0,1.0,1.0,80.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.056,24.309,7.0,124.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,1.0,4,4,4.034918933456345,3.406379934173779,0.6285389992825663
789,0.0,1304.0,3.0,3.0,7792.0,3.0,8.0,155.0,1.0,1.0,4.0,3.0,1.0,1.0,81.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.168,22.104,5.0,110.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,1.0,1.0,4,4,4.042987180649459,3.5009162583490694,0.5420709223003897
790,1.0,1304.0,3.0,3.0,7820.0,3.0,8.0,156.0,1.0,1.0,4.0,3.0,1.0,1.0,81.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43,27.351,6.0,107.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,13.0,13.0,1.0,1.0,4,4,4.045041957069241,3.5959068389363233,0.44913511813291773
791,0.0,1304.0,3.0,3.0,7860.0,3.0,8.0,157.0,1.0,1.0,4.0,3.0,1.0,2.0,82.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.893,9.341,3.0,95.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,13.0,13.0,1.0,1.0,4,4,4.04121301689416,3.6894918455234267,0.3517211713707331
792,1.0,1304.0,3.0,3.0,7900.0,3.0,8.0,158.0,1.0,1.0,4.0,3.0,1.0,1.0,82.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,11.523,2.0,124.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,13.0,13.0,1.0,1.0,4,4,4.031724843234219,3.7797978067098095,0.2519270365244095
793,1.0,1304.0,3.0,3.0,7926.0,3.0,8.0,159.0,1.0,1.0,4.0,3.0,1.0,1.0,82.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94,22.331,4.0,110.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,13.0,13.0,1.0,1.0,4,4,4.0168917116566,3.8649713680524824,0.15192034360411721
794,0.0,1304.0,3.0,3.0,7960.0,3.0,8.0,160.0,1.0,1.0,4.0,3.0,1.0,2.0,83.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.777,37.639,9.0,94.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,13.0,13.0,1.0,1.0,4,4,3.9971111367526433,3.943213441836823,0.05389769491582008
795,1.0,1304.0,3.0,3.0,8010.0,3.0,8.0,161.0,1.0,1.0,4.0,3.0,1.0,1.0,83.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.99,49.401,12.0,104.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,13.0,13.0,1.0,1.0,4,4,3.972856064050687,4.012812910524114,-0.03995684647342701
796,0.0,1304.0,3.0,3.0,8062.0,3.0,8.0,162.0,1.0,1.0,4.0,3.0,1.0,2.0,84.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.082,21.587,7.0,94.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,13.0,13.0,1.0,1.0,4,4,3.944665864566032,4.072179437025003,-0.12751357245897088
797,1.0,1304.0,3.0,3.0,8109.0,3.0,8.0,163.0,1.0,1.0,4.0,3.0,1.0,2.0,84.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.544,22.522,6.0,82.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,13.0,13.0,1.0,1.0,4,4,3.9131361378509784,4.119874807408644,-0.20673866955766584
798,0.0,1304.0,3.0,3.0,8188.0,3.0,8.0,164.0,1.0,1.0,4.0,3.0,1.0,1.0,85.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.985,30.638,7.0,110.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,13.0,13.0,1.0,1.0,4,4,3.8789079310364944,4.154642187005158,-0.2757342559686635
799,0.0,1304.0,3.0,3.0,8234.0,3.0,8.0,165.0,1.0,1.0,4.0,3.0,1.0,1.0,86.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.081,4.927,1.0,108.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,14.0,13.0,1.0,1.0,4,4,3.8426559738282173,4.175432724150268,-0.33277675032205023
800,0.0,1304.0,3.0,3.0,8282.0,3.0,9.0,166.0,1.0,1.0,5.0,3.0,2.0,1.0,87.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.156,7.74,2.0,135.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,13.0,1.0,1.0,4,4,3.8050767619609793,4.181428964507635,-0.3763522025466557
